ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
KimMunLaos-133_sky-1-1,KimMunLaos-133_sky-1,guŋ³¹,1,false,expert,,,,
KimMunLaos-135_sun-1-1,KimMunLaos-135_sun-1,mə.nɔj³⁵,2,false,expert,,,,
KimMunLaos-3_thesunrises-1-1,KimMunLaos-3_thesunrises-1,mə.nɔj³⁵saːw¹³,3,false,expert,,,,
KimMunLaos-3_thesunrises-2-1,KimMunLaos-3_thesunrises-2,mə.nɔj³⁵sɛt³¹,4,false,expert,,,,
KimMunLaos-4_thesunsets-1-1,KimMunLaos-4_thesunsets-1,mə.nɔj³⁵mot²¹ȶəj²¹,5,false,expert,,,,
KimMunLaos-4_thesunsets-2-1,KimMunLaos-4_thesunsets-2,mə.nɔj³⁵tuj³¹,6,false,expert,,,,
KimMunLaos-189_moon-1-1,KimMunLaos-189_moon-1,la:³⁵,7,false,expert,,,,
KimMunLaos-6_star-1-1,KimMunLaos-6_star-1,θin⁵³taw¹³,8,false,expert,,,,
KimMunLaos-7_light-1-1,KimMunLaos-7_light-1,gwaŋ⁵³,9,false,expert,,,,
KimMunLaos-8_shadow-1-1,KimMunLaos-8_shadow-1,bə.gloj⁵³,10,false,expert,,,,
KimMunLaos-10_bright-1-1,KimMunLaos-10_bright-1,gwaŋ⁵³daŋ³⁵,12,false,expert,,,,
KimMunLaos-11_dark-1-1,KimMunLaos-11_dark-1,ȡam²¹,13,false,expert,,,,
KimMunLaos-116_cloud-1-1,KimMunLaos-116_cloud-1,van¹³,14,false,expert,,,,
KimMunLaos-128_rain-1-1,KimMunLaos-128_rain-1,buŋ²¹,15,false,expert,,,,
KimMunLaos-14_rainbow-1-1,KimMunLaos-14_rainbow-1,guŋ³¹ga:ŋ¹³,16,false,expert,,,,
KimMunLaos-15_lightning-1-1,KimMunLaos-15_lightning-1,buŋ²¹bit³¹to³⁴¹,17,false,expert,,,,
KimMunLaos-137_thunder-1-1,KimMunLaos-137_thunder-1,bu.gɔŋ⁵³haːw³¹,18,false,expert,,,,
KimMunLaos-139_wind-1-1,KimMunLaos-139_wind-1,ȡa:w¹³,19,false,expert,,,,
KimMunLaos-18_storm-1-1,KimMunLaos-18_storm-1,ȡaw¹³kja⁵³,20,false,expert,,,,
KimMunLaos-20_tomelt-1-1,KimMunLaos-20_tomelt-1,ju:¹¹,22,false,expert,,,,
KimMunLaos-21_hail-1-1,KimMunLaos-21_hail-1,pjɔ²¹,23,false,expert,,,,
KimMunLaos-22_weather-1-1,KimMunLaos-22_weather-1,si³⁵,24,false,expert,,,,
KimMunLaos-23_nicedayfineday-1-1,KimMunLaos-23_nicedayfineday-1,si³⁵gɔŋ¹³,25,false,expert,,,,
KimMunLaos-24_cloudyday-1-1,KimMunLaos-24_cloudyday-1,guŋ³¹naj³¹van¹³,26,false,expert,,,,
KimMunLaos-25_drought-1-1,KimMunLaos-25_drought-1,guŋ⁵³ha:n³⁵,27,false,expert,,,,
KimMunLaos-191_night-1-1,KimMunLaos-191_night-1,bə.ȡam²¹,28,false,expert,,,,
KimMunLaos-186_day-1-1,KimMunLaos-186_day-1,mə.nɔj³⁵ȶa:¹³,29,false,expert,,,,
KimMunLaos-190_morning-1-1,KimMunLaos-190_morning-1,bu.dom⁵³tɔn¹³,30,false,expert,,,,
KimMunLaos-29_noon-1-1,KimMunLaos-29_noon-1,dum³¹nɔj³⁵,31,false,expert,,,,
KimMunLaos-30_yesterday-1-1,KimMunLaos-30_yesterday-1,kum³¹nɔj³⁵,32,false,expert,,,,
KimMunLaos-31_tomorrow-1-1,KimMunLaos-31_tomorrow-1,saŋ³¹dom⁵³,33,false,expert,,,,
KimMunLaos-192_year-1-1,KimMunLaos-192_year-1,ȵaŋ³⁵,34,false,expert,,,,
KimMunLaos-33_east-1-1,KimMunLaos-33_east-1,tɔŋ⁵³fa:n¹³,35,false,expert,,,,
KimMunLaos-33_east-2-1,KimMunLaos-33_east-2,mə.nɔj³⁵sɛt³¹fa:n¹³,36,false,expert,,,,
KimMunLaos-34_west-1-1,KimMunLaos-34_west-1,fe⁵³fa:n¹³,37,false,expert,,,,
KimMunLaos-34_west-2-1,KimMunLaos-34_west-2,mə.nɔj³⁴¹mot²¹ȶəj³¹fa:n¹³,38,false,expert,,,,
KimMunLaos-35_north-1-1,KimMunLaos-35_north-1,pu³³fa:n¹³,39,false,expert,,,,
KimMunLaos-35_north-2-1,KimMunLaos-35_north-2,ȶa³¹le³⁵fa:n¹³,40,false,expert,,,,
KimMunLaos-36_south-1-1,KimMunLaos-36_south-1,na:m³¹fa:n¹³,41,false,expert,,,,
KimMunLaos-36_south-2-1,KimMunLaos-36_south-2,ku³³le³⁵fa:n¹³,42,false,expert,,,,
KimMunLaos-37_horizon-1-1,KimMunLaos-37_horizon-1,guŋ³¹sin³¹,43,false,expert,,,,
KimMunLaos-138_water-1-1,KimMunLaos-138_water-1,wɔm⁵³,44,false,expert,,,,
KimMunLaos-129_river-1-1,KimMunLaos-129_river-1,wɔm⁵³lu³⁵,45,false,expert,,,,
KimMunLaos-40_stream-1-1,KimMunLaos-40_stream-1,wɔm⁵³nɔ³⁴¹,46,false,expert,,,,
KimMunLaos-41_sea-1-1,KimMunLaos-41_sea-1,koj¹¹lu³⁵,47,false,expert,,,,
KimMunLaos-42_earthsoil-1-1,KimMunLaos-42_earthsoil-1,ni³⁵,48,false,expert,,,,
KimMunLaos-126_mud-1-1,KimMunLaos-126_mud-1,ni³⁵pam²¹,49,false,expert,,,,
KimMunLaos-44_dust-1-1,KimMunLaos-44_dust-1,ni³⁵buŋ³⁵,50,false,expert,,,,
KimMunLaos-134_stone-1-1,KimMunLaos-134_stone-1,gja:w⁵³,51,false,expert,,,,
KimMunLaos-46_pebble-1-1,KimMunLaos-46_pebble-1,gjaw⁵³θaj⁵³ȵɔt³⁵,52,false,expert,,,,
KimMunLaos-131_sand-1-1,KimMunLaos-131_sand-1,gjaw⁵³θaj⁵³min³¹,53,false,expert,,,,
KimMunLaos-122_gold-1-1,KimMunLaos-122_gold-1,səm⁵³,54,false,expert,,,,
KimMunLaos-132_silver-1-1,KimMunLaos-132_silver-1,ȵan³¹pɛ²¹,55,false,expert,,,,
KimMunLaos-123_iron-1-1,KimMunLaos-123_iron-1,gja:³⁵,57,false,expert,,,,
KimMunLaos-51_steel-1-1,KimMunLaos-51_steel-1,θe⁵³ȶuŋ³⁴¹,58,false,expert,,,,
KimMunLaos-125_mountain-1-1,KimMunLaos-125_mountain-1,ȶɔŋ⁵³,59,false,expert,,,,
KimMunLaos-114_cave-1-1,KimMunLaos-114_cave-1,ȶɔ.bɛŋ³¹kɔt³⁵,60,false,expert,,,,
KimMunLaos-55_swamp-1-1,KimMunLaos-55_swamp-1,gla:ŋ³¹,62,false,expert,,,,
KimMunLaos-115_cliff-1-1,KimMunLaos-115_cliff-1,gjaw⁵³bɛŋ¹³,63,false,expert,,,,
KimMunLaos-57_valley-1-1,KimMunLaos-57_valley-1,sun³⁵ȶa:w⁵³,64,false,expert,,,,
KimMunLaos-58_hole-1-1,KimMunLaos-58_hole-1,kɔt³⁵,65,false,expert,,,,
KimMunLaos-59_ice-1-1,KimMunLaos-59_ice-1,wɔm⁵³kat³¹,66,false,expert,,,,
KimMunLaos-60_toflow-1-1,KimMunLaos-60_toflow-1,tuj³⁵,67,false,expert,,,,
KimMunLaos-61_flood-1-1,KimMunLaos-61_flood-1,wɔm⁵³ja:m¹³,68,false,expert,,,,
KimMunLaos-62_tofloat-1-1,KimMunLaos-62_tofloat-1,bjo³¹,69,false,expert,,,,
KimMunLaos-63_tosink-1-1,KimMunLaos-63_tosink-1,sim⁵³,70,false,expert,,,,
