ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
KimMunLaos-303_sky-1,,KimMunLaos,303_sky,guŋ³¹,guŋ³¹,g u ŋ ³¹,,Clark2008,,
KimMunLaos-305_sun-1,,KimMunLaos,305_sun,mə.nɔj³⁵,mə.nɔj³⁵,m ə ⁰ + n ɔ j ³⁵,,Clark2008,,
KimMunLaos-310_thesunrises-1,,KimMunLaos,310_thesunrises,mə.nɔj³⁵saːw¹³,mə.nɔj³⁵saːw¹³,m ə ⁰ + n ɔ j ³⁵ + s aː w ¹³,,Clark2008,,
KimMunLaos-310_thesunrises-2,,KimMunLaos,310_thesunrises,mə.nɔj³⁵sɛt³¹,mə.nɔj³⁵sɛt³¹,m ə ⁰ + n ɔ j ³⁵ + s ɛ t ³¹,,Clark2008,,
KimMunLaos-319_thesunsets-1,,KimMunLaos,319_thesunsets,mə.nɔj³⁵mot²¹ȶəj²¹,mə.nɔj³⁵mot²¹ȶəj²¹,m ə ⁰ + n ɔ j ³⁵ + m o t ²¹ + ȶ ə j ²¹,,Clark2008,,
KimMunLaos-319_thesunsets-2,,KimMunLaos,319_thesunsets,mə.nɔj³⁵tuj³¹,mə.nɔj³⁵tuj³¹,m ə ⁰ + n ɔ j ³⁵ + t u j ³¹,,Clark2008,,
KimMunLaos-309_moon-1,,KimMunLaos,309_moon,la:³⁵,la:³⁵,l aː ³⁵,,Clark2008,,
KimMunLaos-323_star-1,,KimMunLaos,323_star,θin⁵³taw¹³,θin⁵³taw¹³,θ i n ⁵³ + t a w ¹³,,Clark2008,,
KimMunLaos-333_light-1,,KimMunLaos,333_light,gwaŋ⁵³,gwaŋ⁵³,gʷ a ŋ ⁵³,,Clark2008,,
KimMunLaos-337_shadow-1,,KimMunLaos,337_shadow,bə.gloj⁵³,bə.gloj⁵³,b ə ⁰ + g l o j ⁵³,,Clark2008,,
KimMunLaos-338_bright-1,,KimMunLaos,338_bright,gwaŋ⁵³daŋ³⁵,gwaŋ⁵³daŋ³⁵,gʷ a ŋ ⁵³ + d a ŋ ³⁵,,Clark2008,,
KimMunLaos-339_dark-1,,KimMunLaos,339_dark,ȡam²¹,ȡam²¹,ȡ a m ²¹,,Clark2008,,
KimMunLaos-294_cloud-1,,KimMunLaos,294_cloud,van¹³,van¹³,v a n ¹³,,Clark2008,,
KimMunLaos-299_rain-1,,KimMunLaos,299_rain,buŋ²¹,buŋ²¹,b u ŋ ²¹,,Clark2008,,
KimMunLaos-340_rainbow-1,,KimMunLaos,340_rainbow,guŋ³¹ga:ŋ¹³,guŋ³¹ga:ŋ¹³,g u ŋ ³¹ + g aː ŋ ¹³,,Clark2008,,
KimMunLaos-311_lightning-1,,KimMunLaos,311_lightning,buŋ²¹bit³¹to³⁴¹,buŋ²¹bit³¹to³⁴¹,b u ŋ ²¹ + b i t ³¹ + t o ³⁴¹,,Clark2008,,
KimMunLaos-306_thunder-1,,KimMunLaos,306_thunder,bu.gɔŋ⁵³haːw³¹,bu.gɔŋ⁵³haːw³¹,b u ⁰ + g ɔ ŋ ⁵³ + h aː w ³¹,,Clark2008,,
KimMunLaos-308_wind-1,,KimMunLaos,308_wind,ȡa:w¹³,ȡa:w¹³,ȡ aː w ¹³,,Clark2008,,
KimMunLaos-312_storm-1,,KimMunLaos,312_storm,ȡaw¹³kja⁵³,ȡaw¹³kja⁵³,ȡ a w ¹³ + k j a ⁵³,,Clark2008,,
KimMunLaos-651_tomelt-1,,KimMunLaos,651_tomelt,ju:¹¹,ju:¹¹,j uː ¹¹,,Clark2008,,
KimMunLaos-314_hail-1,,KimMunLaos,314_hail,pjɔ²¹,pjɔ²¹,p j ɔ ²¹,,Clark2008,,
KimMunLaos-315_weather-1,,KimMunLaos,315_weather,si³⁵,si³⁵,s i ³⁵,,Clark2008,,
KimMunLaos-550_nicedayfineday-1,,KimMunLaos,550_nicedayfineday,si³⁵gɔŋ¹³,si³⁵gɔŋ¹³,s i ³⁵ + g ɔ ŋ ¹³,,Clark2008,,
KimMunLaos-316_cloudyday-1,,KimMunLaos,316_cloudyday,guŋ³¹naj³¹van¹³,guŋ³¹naj³¹van¹³,g u ŋ ³¹ + n a j ³¹ + v a n ¹³,,Clark2008,,
